Pseudo_Text_Titre,Original_Klasse,Distance_to_Centroid,Threshold_Baseline,Classification
CPG4575_InSanctumStephanumProtomartyrem.xml_1,Pseudo,4.966280460357666,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4615_DePaenitentiaSermo1.xml_1,Pseudo,4.969334602355957,2.2736024856567383,Abgewiesen (Fremdautor)
CPG_4543_InIlludVerumtamenFrustraConturbatur.xml_0,Pseudo,4.9711995124816895,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4663_InFiliumViduae.xml_0,Pseudo,4.9881134033203125,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4575_InSanctumStephanumProtomartyrem.xml_2,Pseudo,5.0017008781433105,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4553_InPsalmum139.xml_0,Pseudo,5.005431652069092,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4636_InIlludMemorFuiDei.xml_4,Pseudo,5.00649881362915,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4649_InPharisaeumEtInMeretricem.xml_1,Pseudo,5.01267671585083,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4524_InSanctaEtMagnaParasceue.xml_0,Pseudo,5.017614364624023,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4701_InIlludSiQuaInChristoNovaCreatura.xml_2,Pseudo,5.042119026184082,2.2736024856567383,Abgewiesen (Fremdautor)
AsteriusIgnotus_InPsalmum9.txt_1,Pseudo,5.0588274002075195,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4650_InChristiNatalemDiem.xml_0,Pseudo,5.07301139831543,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4570_InDecollationemSanctiIohannis.xml_0,Pseudo,5.106761455535889,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4588_InParabolamDeFicu.xml_1,Pseudo,5.157632350921631,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4549_InPsalmum94.xml_0,Pseudo,5.162299633026123,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4544_InPsalmum50Homilia1.xml_2,Pseudo,5.177499294281006,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4502_DeIeiunioEtEleemosyna.xml_0,Pseudo,5.198624134063721,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4667_DeIeiunio.xml_1,Pseudo,5.202920913696289,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4529_DeChananaea.xml_2,Pseudo,5.204204559326172,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4587_InIlludSimileEstRegnumCaelorumPatrifamilias.xml_1,Pseudo,5.22810173034668,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4654_InIlludPaterSiPossibileEst.xml_0,Pseudo,5.2324299812316895,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4511_DeProditioneIudae.xml_0,Pseudo,5.252641677856445,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4581_InSamaritanam.xml_3,Pseudo,5.257155895233154,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4536_InPentecostenSermo1.xml_0,Pseudo,5.276103496551514,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4519_InAnnuntiationemBeataeVirginis.xml_0,Pseudo,5.288013935089111,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4516_DePrecationeOrationes.xml_1,Pseudo,5.296546936035156,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4736_InNativitatemIohannisBaptistae.xml_0,Pseudo,5.298550605773926,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4671_InPrincipiumIeiuniorum.xml_0,Pseudo,5.305627822875977,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4500_ComparatioRegisEtMonachi.xml_1,Pseudo,5.328560829162598,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4514_DeBeatoAbraham.xml_2,Pseudo,5.334368705749512,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4649_InPharisaeumEtInMeretricem.xml_3,Pseudo,5.350970268249512,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4683_DeMansuetudine.xml_1,Pseudo,5.353630542755127,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4586_InPrincipiumIndictionisInMartyres.xml_0,Pseudo,5.359528064727783,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4708_DeVirtuteAnimi.xml_0,Pseudo,5.374099254608154,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4689_InNovamDominicamEtInApostolumThomam.xml_0,Pseudo,5.382890701293945,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4576_InIlludSufficitTibiGratiaMea.xml_0,Pseudo,5.39306116104126,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4626_DeEleemosyne.xml_0,Pseudo,5.397182941436768,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4537_InPentecostenSermo2.xml_0,Pseudo,5.411604404449463,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4649_InPharisaeumEtInMeretricem.xml_2,Pseudo,5.427790641784668,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4506_ContraIudaeosGentilesEtHaereticos.xml_0,Pseudo,5.43604040145874,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4698_InSanguinisFluxuLaborantem.xml_0,Pseudo,5.446025848388672,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4525_InVenerabilemCrucem.xml_0,Pseudo,5.452859878540039,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4507_DeSanctaTrinitate.xml_3,Pseudo,5.45571756362915,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4505_DeFugiendaSimulataSpecie.xml_0,Pseudo,5.461969375610352,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4643_InRamosPalmarum.xml_0,Pseudo,5.46823263168335,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4572_InPetrumEtPaulum.xml_0,Pseudo,5.479539394378662,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4653_InSamaritanam.xml_0,Pseudo,5.486166000366211,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4618_DeEleemosyna.xml_0,Pseudo,5.518807888031006,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4516_DePrecationeOrationes.xml_3,Pseudo,5.538708209991455,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4536_InPentecostenSermo1.xml_1,Pseudo,5.5619707107543945,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4656_InNataleIohannisProphetae.xml_0,Pseudo,5.563487529754639,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4636_InIlludMemorFuiDei.xml_3,Pseudo,5.60888147354126,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4677_InAnnuntiationemDeiparae.xml_0,Pseudo,5.637763500213623,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4513_InPetrumEtHeliam.xml_0,Pseudo,5.649980068206787,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4547_DeTurture.xml_1,Pseudo,5.657696723937988,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4587_InIlludSimileEstRegnumCaelorumPatrifamilias.xml_3,Pseudo,5.6924238204956055,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4701_InIlludSiQuaInChristoNovaCreatura.xml_4,Pseudo,5.694189071655273,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4628_DeAnnuntiationemSanctissimaeDeiparae.xml_0,Pseudo,5.765153884887695,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4576_InIlludSufficitTibiGratiaMea.xml_2,Pseudo,5.770168304443359,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4517_InOraculumZachariaeRedditum.xml_0,Pseudo,5.783361911773682,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4595_InSecundumDominiAdventum.xml_0,Pseudo,5.802689075469971,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4577_InParabolamDeFilioProdigo.xml_1,Pseudo,5.814156532287598,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4575_InSanctumStephanumProtomartyrem.xml_0,Pseudo,5.8638834953308105,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4615_DePaenitentiaSermo1.xml_9,Pseudo,5.879642009735107,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4620_DePatientiaSermo1.xml_1,Pseudo,5.884207248687744,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4396_SermoAntequamIretInExsilium.xml_0,Pseudo,5.937291622161865,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4701_InIlludSiQuaInChristoNovaCreatura.xml_0,Pseudo,5.983786582946777,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4624_ContraVirginumCorruptores.xml_0,Pseudo,5.987844467163086,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4618_DeEleemosyna.xml_1,Pseudo,6.0165181159973145,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4626_DeEleemosyne.xml_1,Pseudo,6.049567222595215,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4621_DePatientiaSermo2.xml_0,Pseudo,6.064610481262207,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4768_InIlludAttenditeVobisIpsis.xml_0,Pseudo,6.064610481262207,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4587_InIlludSimileEstRegnumCaelorumPatrifamilias.xml_0,Pseudo,6.1280198097229,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4529_DeChananaea.xml_3,Pseudo,6.150319576263428,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4615_DePaenitentiaSermo1.xml_7,Pseudo,6.158313751220703,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4500_ComparatioRegisEtMonachi.xml_0,Pseudo,6.18953275680542,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4616_DePaenitentiaSermo2.xml_0,Pseudo,6.23590087890625,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4701_InIlludSiQuaInChristoNovaCreatura.xml_1,Pseudo,6.28217077255249,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4408_InSanctumPascha.xml_1,Pseudo,6.339951515197754,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4576_InIlludSufficitTibiGratiaMea.xml_3,Pseudo,6.390111446380615,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4654_InIlludPaterSiPossibileEst.xml_1,Pseudo,6.417806148529053,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4749_InSynaximIncorporalium.xml_0,Pseudo,6.432920932769775,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4533_InAscensionemSermo3.xml_0,Pseudo,6.465804576873779,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4506_ContraIudaeosGentilesEtHaereticos.xml_1,Pseudo,6.46793794631958,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4585_InIlludAttenditeNeEleemosynam.xml_0,Pseudo,6.564027309417725,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4615_DePaenitentiaSermo1.xml_4,Pseudo,6.578613758087158,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4615_DePaenitentiaSermo1.xml_3,Pseudo,6.740609645843506,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4577_InParabolamDeFilioProdigo.xml_0,Pseudo,6.748283863067627,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4615_DePaenitentiaSermo1.xml_6,Pseudo,6.811314582824707,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4749_InSynaximIncorporalium.xml_1,Pseudo,6.836142539978027,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4621_DePatientiaSermo2.xml_1,Pseudo,6.91092586517334,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4768_InIlludAttenditeVobisIpsis.xml_1,Pseudo,6.91092586517334,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4567_DeSusanna.xml_1,Pseudo,6.922445774078369,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4616_DePaenitentiaSermo2.xml_1,Pseudo,6.944668769836426,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4629_DeRemissionePeccatorum.xml_0,Pseudo,6.966607093811035,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4595_InSecundumDominiAdventum.xml_2,Pseudo,6.986438751220703,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4615_DePaenitentiaSermo1.xml_5,Pseudo,6.993147373199463,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4524_InSanctaEtMagnaParasceue.xml_1,Pseudo,7.115135669708252,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4587_InIlludSimileEstRegnumCaelorumPatrifamilias.xml_2,Pseudo,7.216634273529053,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4507_DeSanctaTrinitate.xml_2,Pseudo,7.300957202911377,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4577_InParabolamDeFilioProdigo.xml_2,Pseudo,7.348292827606201,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4616_DePaenitentiaSermo2.xml_2,Pseudo,9.486157417297363,2.2736024856567383,Abgewiesen (Fremdautor)
CPG4595_InSecundumDominiAdventum.xml_1,Pseudo,9.54379653930664,2.2736024856567383,Abgewiesen (Fremdautor)
